ScientificName,State,County,Town,Locality,Latitude,Longitude,Elevation,GPSOrMap,Date,HabitatType,Abundance,Distribution,PercentageCover,EvidenceOfReproduction,Reporter
Frangula alnus,MA,Norfolk,Avon,DeMarco Park - 1000' NE of Fire Sta.,42.13432,-71.03708,230,GPS,6/27/2009,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Avon,DeMarco Park - 1500' ENE of Fire Sta.,42.13472,-71.03688,230,GPS,6/14/2009,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Bellingham,Theodore Arcand Recreation Park a minimally managed forest within which is the former town beach. The Peters river runs through it.,42.03331,-71.47139,188,GPS,5/17/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Norfolk,Bellingham,High Street Conservation area north end near the ball fields and children's swings.,42.09508,-71.46939,261,GPS,5/22/2006,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,MA,Norfolk,Bellingham,High Street Conservation area south end near bridge over Charles River made for ATVs. ,42.09056,-71.46975,216,GPS,5/22/2006,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,James Wickis
Frangula alnus,MA,Norfolk,Bellingham,Beaver Pond Conservation Area access from a cul-de-sac at the end of Beaver Pond Road.,42.11947,-71.482,281,GPS,6/27/2006,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Norfolk,Bellingham,High Street Conservation Area in the Charles River Grove section of Bellingham. This location is on an ATV trail at a makeshift bridge over the Charles River. ,42.08981,-71.469,255,GPS,7/29/2006,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,MA,Norfolk,Braintree,Just South of route 93 along the northern edge of that part of the Great Cedar Swamp. There is sort of a man made hump that prevents one from seeing the highway when on level ground with the swamp.,42.21194,-71.04361,0,Map,8/11/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,No,Andrew Leavitt
Frangula alnus,MA,Norfolk,Canton,Near the parking lot at the entrance to Ponkapoag Pond off of Randolph street. 200-300 feet into the forest in from : Tow Zone- No Parking Zone sign. ,42.18833,-71.09111,0,Map,8/6/2004,Terrestrial,Less than 20,Multiple Patches,6-25%,Yes,Andrew Leavitt
Frangula alnus,MA,Norfolk,Canton,In Neponset River Rservation along Burma Road trail adjacent to floodplain,42.22506,-71.13135,15,GPS,10/21/2006,Terrestrial,20-99,Evenly Sparse,6-25%,Yes,Ted Elliman
Frangula alnus,MA,Norfolk,Dover,Carly Park,42.46194,-71.31056,0,GPS,6/17/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Sandy Frigon
Frangula alnus,MA,Norfolk,Foxborough,See F. Gilbert Hills State Forest Trail Map site #2,42.05111,-71.26917,240,Map,10/10/2002,Terrestrial,100-999,No Invasives,26-50%,Yes,Marjorie Immonen
Frangula alnus,MA,Norfolk,Foxborough,See F. Gilbert Hills State Forest Trail Map site #1,42.04972,-71.265,233,Map,10/10/2002,Terrestrial,20-99,No Invasives,6-25%,Yes,Marjorie Immonen
Frangula alnus,MA,Norfolk,Milton,Along side the marsh just north of Houghtons Pond. In between the marsh and an open field to the marsh's east. ,42.20917,-71.09611,0,Map,6/3/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Andrew Leavitt
Frangula alnus,MA,Norfolk,Norfolk,See Stony Brook Sanctuary Map site #2,42.10861,-71.31722,194,Map,10/9/2002,Terrestrial,20-99,No Invasives,1-5%,No,Marjorie Immonen
Frangula alnus,MA,Norfolk,Norfolk,Old Pond trail north side of loop around the small pond,42.12266,-71.20269,280,Map,7/4/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,Moose Hill Reservation on Cistern Trail.  Field edge just N of short bog bridge.  plot centered on W side of trail,42.11972,-71.211,360,Map,6/23/2007,Terrestrial,20-99,Evenly Sparse,1-5%,Yes,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,Moose Hill Reservation on Cistern Trail.  Field edge just N of short bog bridge.  plot centered on W side of trail,42.11972,-71.211,360,Map,6/23/2007,Terrestrial,20-99,Evenly Sparse,1-5%,Yes,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,Cistern Trail Moose Hill Res (plot located at sharp turn in trail),42.11836,-71.21043,360,Map,6/23/2007,Terrestrial,100-999,Dense Throughout,6-25%,Yes,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,entrance to parking lot near Visitor Center for Moose Hill Res,42.12363,-71.20716,355,Map,6/30/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,S side of Moose Hill Pkwy across from house,42.1228,-71.20169,280,Map,6/30/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,N side of Moose Hill Pkwy across the street from small clearing,42.12359,-71.20393,295,Map,6/30/2007,Terrestrial,20-99,Evenly Sparse,Less than 1%,Yes,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,Moose Hill Reservation.  Approximately 20m from the beginning of the Vernal Pool Loop Trail near the visitor center parking lot.,42.12445,-71.20632,335,Map,6/30/2007,Terrestrial,20-99,Evenly Sparse,Less than 1%,No,Matt Vadeboncoeur
Frangula alnus,MA,Norfolk,Sharon,Mann's Pond - shoreline west of dam,42.1209,-71.16642,229,GPS,6/28/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - near Bird St. entrance,42.10535,-71.1067,275,GPS,8/30/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - near Bird St. entrance,42.10628,-71.10682,257,GPS,9/1/2007,Terrestrial,Less than 20,Single Patch,Less than 1%,No,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - Libby Farm,42.09838,-71.11375,268,GPS,5/17/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - near Libby Farm,42.09833,-71.11163,243,GPS,5/17/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - near Bird St. entrance,42.10712,-71.10722,275,GPS,5/17/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Shiretown Parcel - center,42.142,-71.07707,232,GPS,6/18/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Shiretown Parcel - center,42.1421,-71.07688,289,GPS,6/18/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Shiretown Parcel - center,42.14227,-71.07723,240,GPS,6/18/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Shiretown Parcel - east side,42.14248,-71.07668,236,GPS,6/18/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Shiretown Parcel - center,42.14277,-71.07705,297,GPS,6/14/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - W of Bird St.,42.1053,-71.10727,250,GPS,8/13/2008,Terrestrial,Less than 20,Evenly Sparse,,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton Conservation Memorial Lands - road N. of Welsh Pond and source of Whitman Brook,42.09503,-71.10287,175,GPS,9/6/2009,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton conservation land - 2200' west of the north tip of Brockton Reservoir,42.1192,-71.06938,250,GPS,9/11/2009,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Stoughton,Stoughton conservation land - 2150' west of the north tip of Brockton Reservoir,42.11955,-71.06873,250,GPS,9/11/2009,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Weymouth,Webb State Park - base of Lower Neck,42.26233,-70.92375,23,GPS,9/21/2008,Terrestrial,Less than 20,Single Patch,6-25%,Yes,Harold Frost
Frangula alnus,MA,Norfolk,Wrentham,Birchwold Farm now a conservation area.,42.02283,-71.40539,369,GPS,6/11/2006,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,MA,Plymouth,Abington,Island Grove Park - south of wading pool at fence.,42.11108,-70.93832,100,GPS,5/31/2007,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Abington,Island Grove Park - thicket at southern edge of Park Ave. parking lot.,42.11255,-70.93678,110,GPS,5/31/2007,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Abington,Island Grove Park - on hilltop between pond and Park Ave.,42.11308,-70.93813,136,GPS,8/4/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Abington,Island Grove Park - on hilltop between Park Av. and the pond,42.11263,-70.93868,157,GPS,8/4/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Abington,Island Grove Park - Historic Place Plaque by no. entrance and Park ave.,42.11288,-70.93703,204,GPS,8/4/2007,Terrestrial,Single Plant,Single Plant,,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land under powerlines at townline.,42.11318,-70.98562,155,GPS,5/31/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - powerlines 0.2 m. north of East Ashland St.,42.10143,-70.98003,173,GPS,6/19/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - powerlines 0.6 m. north of East Ashland St.,42.10477,-70.98193,148,GPS,6/19/2007,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - powerlines 0.7 m. north of East Ashland St.,42.1089,-70.98343,150,GPS,6/19/2007,Terrestrial,20-99,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - edge of powerlines just northwest of East Ashland St.,42.10092,-70.98057,183,GPS,6/23/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Hunt's Pond - center of western shoreline by ledge,42.0964,-70.97553,142,GPS,6/27/2007,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Hunt's Pond - around dam embankment,42.09533,-70.97513,178,GPS,6/27/2007,Terrestrial,Less than 20,Single Patch,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - on Beaver Brook 75 ft. so. of East Ashland St.,42.10047,-70.97683,152,GPS,7/24/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - e. of powerlines and n. of E.  Ashland St.,42.10362,-70.97953,140,GPS,8/7/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - w. of powerlines and n. of E. Ashland St.,42.10517,-70.98547,193,GPS,8/7/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - e. of powerlines and n. of E. Ashland St.,42.10288,-70.98017,140,GPS,8/7/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - e. of powerlines and n. of E. Ashland St.,42.10328,-70.98033,140,GPS,8/7/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Beaver Brook conservation land - e. of powerlines and n. of E. Ashland St.,42.1038,-70.97865,140,GPS,8/7/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - East Pkwy. next to Waldo Lake,42.10965,-71.0442,196,GPS,5/18/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - Beaver Brook between Lower Porter Pond and culvert,42.09847,-71.04337,162,GPS,5/22/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - east of Thirtyacre Pond,42.09393,-71.04337,193,GPS,5/22/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - southern shore of Lower Porter Pond,42.09875,-71.04297,166,GPS,5/22/2008,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - woodland west of Thirtyacre Pond,42.09642,-71.04883,160,GPS,5/8/2008,Terrestrial,20-99,Multiple Patches,,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - west of Thirtyacre Pond,42.09802,-71.04572,162,GPS,5/8/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - southern boundary,42.0904,-71.04325,150,GPS,5/8/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brookfield Nature Area - eastern woodland edge,42.11705,-71.01422,210,GPS,6/18/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brookfield Nature Area - western woodland,42.1143,-71.0182,188,GPS,6/18/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - Cross Pond near dam,42.09013,-71.04135,135,GPS,7/18/2008,Aquatic,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - unnamed impoundment north of Cross Pond,42.09092,-71.04402,145,GPS,7/25/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - Beaver Brook at perimeter near Crescent St.,42.0833,-70.98325,110,GPS,8/26/2008,Aquatic,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - Beaver Brook at perimeter near Crescent St.,42.0833,-70.98325,110,GPS,8/26/2008,Aquatic,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - south of Center St. near town line,42.08813,-70.97593,110,GPS,8/26/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - south of Center St. behind houses,42.08782,-70.97742,110,GPS,8/14/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - under powerlines,42.09072,-70.97587,110,GPS,8/14/2008,Terrestrial,20-99,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - south of Center St. near Abington line.,42.08875,-70.9759,110,GPS,8/14/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - at perimeter south of Center St.,42.08808,-70.9765,110,GPS,8/14/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - at perimeter south of Center St.,42.08803,-70.97698,110,GPS,8/14/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - on southern perimeter near Crescent St.,42.08372,-70.98,110,GPS,8/26/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Washburn Meadow - north of Center St. at powerlines,42.08988,-70.97633,110,GPS,8/14/2008,Terrestrial,Less than 20,Multiple Patches,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - outcrop north of Hancock School,42.0863,-71.06615,215,GPS,8/23/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - north of Hancock School,42.08655,-71.06633,215,GPS,8/23/2008,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - west of powerlines near West Elm St.,42.07838,-71.07103,155,GPS,9/1/2008,Terrestrial,20-99,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - powerline cut north of West Elm St.,42.0793,-71.07155,155,GPS,9/1/2008,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - powerline cut near Powder Circle,42.08043,-71.07275,165,GPS,9/1/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Brockton Audubon - north and near West Elm St.,42.07841,-71.07139,155,Map,9/1/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,D. W. Field Park - near Ellis Brett Pond,42.09117,-71.04653,153,GPS,8/30/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Stone Farm - near West Elm St.,42.0769,-71.06855,165,GPS,9/1/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Stone Farm - powerline cut near West Elm St.,42.07822,-71.07062,155,GPS,9/1/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Stone Farm Conservation Land - near Winters Corner,42.07155,-71.08258,155,GPS,5/7/2009,Terrestrial,Less than 20,Evenly Sparse,1-5%,No,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Stone Farm Conservation Area - behind houses at Winters Corner,42.07165,-71.06542,155,GPS,5/7/2009,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Brockton,Stone Farm Conservation Area - 500 ft. N of Torrey St. & 800 ft. W of Pearl St.,42.0723,-71.06712,170,GPS,5/9/2009,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Country Club - on trail in woodland 0.1 miles west of function hall,42.04698,-70.98637,120,GPS,7/3/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Beagle Club - in wetland and under powerlines 0.2 miles east of function hall,42.04783,-70.98217,91,GPS,7/9/2007,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Beagle Club - east side of rabbit run,42.04923,-70.98417,125,GPS,7/3/2007,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Beagle Club - east side of rabbit run,42.0489,-70.98365,121,GPS,7/3/2007,Terrestrial,Less than 20,Multiple Patches,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Beagle Club - thicket at western edge of grassy parking lot,42.04637,-70.9839,116,GPS,7/3/2007,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Sachem Rock Farm - on trail between farm and canoe launch.,42.01923,-70.85158,80,GPS,7/9/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Sachem Rock Farm - edge of woodland and field 0.10 mi. WSW of farm.,42.01862,-70.95183,78,GPS,7/9/2007,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Sachem Rock Farm - bank of Santucket River 0.15 mi. WSW of farm,42.01777,-70.95357,60,GPS,7/15/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,East Bridgewater,Beaver Brook Beagle Club - marsh under powerlines 20 yds. north of Belmont St.,42.04693,-70.98152,100,GPS,7/22/2007,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Halifax,Burrage Pond WMA - between cranberry bogs and Stump Brook,42.00753,-70.94445,55,GPS,7/8/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Halifax,Burrage Pond WMA - between cranberry bogs and Stump Brook,42.00762,-70.87618,55,GPS,7/8/2008,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Halifax,Burrage Pond WMA - Burrage Pond at road intersection,42.01815,-70.87413,63,GPS,6/27/2008,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Halifax,Burrage Pond WMA - peninsula,42.02008,-70.87487,59,GPS,9/8/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Hanson,Burrage Pond WMA - western edge of cranberry bogs at Great Cedar Swamp,42.029,-70.86602,57,GPS,6/27/2008,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Pembroke,Willow Brook and Fleetwood Farms Preserve - NW of Barker St. & S of Pudding Brook,42.08675,-70.8035,8,GPS,5/15/2009,Terrestrial,Less than 20,Single Patch,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Pembroke,Willow Brook and Fleetwood Farms Preserve - south side of Pudding Brook  ,42.0872,-70.79927,12,GPS,5/15/2009,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Pembroke,Willow Brook and Fleetwood Farms Preserve - NW of Barker St. & S of Pudding Brook  ,42.08732,-70.80267,20,GPS,5/15/2009,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Pembroke,Misty Meadows Conservation Area - south of Ingham Way,42.0916,-70.80565,35,GPS,7/29/2009,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,West Bridgewater,hockomock river part of hockomock swamp wma,42.01086,-71.05906,93,GPS,7/10/2003,Terrestrial,20-99,Dense Throughout,26-50%,Yes,Daniel Fortier
Frangula alnus,MA,Plymouth,Whitman,Hobart Pond - between Essex St. and gate,42.08662,-70.93152,80,GPS,6/12/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Whitman,Hobart Meadow - southern edge,42.0907,-70.93347,80,GPS,8/22/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Harold Frost
Frangula alnus,MA,Plymouth,Whitman,Hobart Meadow - southern edge,42.09083,-70.93343,80,GPS,8/22/2007,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Whitman,Hobart Pond - in woodland at SE shoreline,42.08567,-70.92708,99,GPS,9/5/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Whitman,Hobart Pond - in woodland at SE shoreline,42.08552,-70.92663,82,GPS,9/5/2007,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Harold Frost
Frangula alnus,MA,Plymouth,Whitman,Hobart Pond - edge of cemetery,42.08563,-70.93053,91,GPS,5/22/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Harold Frost
Frangula alnus,MA,Suffolk,Saugus,Rumney Marsh Pines River Marsh Rt.107N,42.44043,-70.98955,3,Map,6/23/2009,Terrestrial,Less than 20,Single Patch,6-25%,Yes,Herbert Petschelt
Frangula alnus,MA,Suffolk,Saugus,Rumney Marsh Pines River Marsh Rt.107N,42.44556,-70.98407,3,Map,6/23/2009,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Herbert Petschelt
Frangula alnus,MA,Worcester,Barre,MDC land adjacent to and just east of Barre State Forest; entrance off Cutoff Road which is off Walnut Hill Road,42.41992,-72.06853,894,GPS,6/4/2004,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,MDC land adjacent to and just east of Barre State Forest; off Cutoff Road; enter gate GW2 go to intersection go left then right (south) 500' on left,42.40906,-72.06278,894,GPS,6/4/2004,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,Barre State Forest south section off of Barre Depot Road; plot was under power lines,42.38406,-72.07683,792,GPS,6/26/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,In old field 60 feet from Barre Depot Road across the street from the Barre State Forest (southern section).,42.38281,-72.07775,790,GPS,7/17/2004,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,Cooks Canyon Audubon Sanctuary Barre periphery of the parking lot. ,42.41789,-72.10575,883,GPS,8/2/2004,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,Moose Brook Wildlife Management Area heading south from Old Hardwick Road,42.4114,-72.14143,1007,GPS,6/6/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,Carter Pond Wildlife Conservation Easement south of Old Dana Road,42.42289,-72.17499,918,GPS,9/15/2008,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Worcester,Barre,Raccoon Hill WMA off Spooner ?Road,42.40699,-72.18242,960,GPS,9/15/2008,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,James Wickis
